"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"452","Environmental measures","Environmental cleaning and disinfection","Public spaces","Guidelines"
"453","Risk communication","Actively communicate with stakeholders","Risk assessment before an event","Guidelines"
"454","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Canada Emergency Wage Subsidy"
"455","Risk communication","Actively communicate with stakeholders","Recommendations for work safety protocols for employees in essential institutions",""
"456","Resource allocation","Provide international help","Funding to support global efforts",""
"458","Travel restriction","Port and ship restriction","Restrictions for commercial passenger vessels and ferries",""
"461","Risk communication","Actively communicate with stakeholders","Guidelines","For long-term facilities"
"463","Travel restriction","Border restriction","Temporary reduction of service","USA border"
"464","Risk communication","Educate and actively communicate with the public","Advice for special populations","Webpage and App to support those suffering from mental illness"
"465","Social distancing","Mass gathering cancellation","Leisure outdoor activities",""
"467","Resource allocation","Emergency response mechanisms","Risk management plan","Mobilize other forces: Army"
"468","Healthcare and public health capacity","Personal protective measures","Mandatory use of masks","All transports (air, rail, ferry, busses)"
"469","Travel restriction","Border restriction","Temporary reduction of service"," 27 Canadian land border locations."
"470","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Agri-food sector "
"471","Resource allocation","Emergency laws","Change working law","To mobilize international students to help fighting the crisis"
"472","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Seafood sector "
"473","Resource allocation","Emergency response mechanisms","Risk management plan","Mobilize other forces: Canadian Forces Snowbirds"
"474","Case identification, contact tracing and related measures","Quarantine","App to follow quarantine for incomings",""
"475","Resource allocation","Crisis management plans","State aid, taxation and social security","Protection of women against domestic violence"
"479","Risk communication","Actively communicate with healthcare professionals","Sensitization of hospital, medico-social and liberal health professionals",""
"481","Case identification, contact tracing and related measures","Airport health check","Measure temperature for passengers from high-risk areas other than China",""
"482","Case identification, contact tracing and related measures","Border health check","Measure temperature",""
"483","Travel restriction","Border restriction","Land borders closed ","Slovenia, Hungary"
"484","Healthcare and public health capacity","Case management","Implement triage procedures",""
"489","Risk communication","Educate and actively communicate with the public","Information campaign",""
"490","Risk communication","Educate and actively communicate with the public","Communication by the head of the government",""
